IP,VALUE
8.150.128.206,1
8.149.216.221,1
8.147.248.221,1
8.147.216.221,0
8.146.92.221,0
8.146.88.221,1
8.146.248.221,1
8.146.218.221,0
8.146.216.253,0
8.146.216.221,43
8.146.216.220,0
8.146.216.217,1
8.146.216.213,0
8.146.216.157,0
8.146.122.241,0
8.146.121.246,0
8.146.112.26,0
8.146.112.247,2
8.146.112.246,0
8.145.248.221,0
8.145.248.205,0
8.145.220.221,0
8.145.216.245,0
8.145.216.221,36
8.145.216.220,0
8.145.216.213,1
8.145.216.209,0
8.145.216.205,0
8.145.200.221,0
8.145.184.197,0
8.144.216.223,0
8.144.216.221,0
8.144.216.217,0
8.144.216.213,0
8.144.152.221,1
8.14.236.221,0
8.14.112.251,0
8.136.249.221,1
8.135.216.221,0
8.131.220.147,1
8.130.80.246,1
8.130.216.253,0
8.130.216.221,1
8.129.216.221,1
8.123.218.221,0
8.122.218.221,0
8.120.249.225,1
8.120.248.253,2
8.12.140.140,0
8.118.240.9,0
8.118.240.43,0
8.118.240.4,0
8.118.240.35,0
8.118.240.19,0
8.118.218.221,1
8.118.216.253,0
8.118.216.221,13
8.118.216.217,0
8.118.216.205,0
8.118.173.198,0
8.118.169.2,0
8.118.165.230,0
8.118.165.199,0
8.118.165.198,0
8.118.165.194,0
8.118.163.114,0
8.118.161.3,0
8.118.161.2,0
8.118.161.1,0
8.118.152.221,0
8.118.128.206,2
8.117.160.248,0
8.116.89.217,0
8.116.224.246,0
8.116.219.223,0
8.116.217.81,0
8.116.217.223,0
8.116.217.221,11
8.116.217.213,0
8.116.217.157,0
8.116.216.223,1
8.116.201.221,0
8.116.160.248,0
8.116.160.247,0
8.116.160.246,0
8.116.160.242,0
8.116.160.183,0
8.116.160.154,0
8.116.160.151,0
8.116.153.221,1
8.116.138.191,1
8.116.128.246,0
8.115.250.223,0
8.115.218.221,0
8.114.219.221,3
8.114.218.253,0
8.114.218.221,45
8.114.218.197,0
8.114.216.224,3
8.114.216.221,5
8.114.216.205,1
8.114.210.221,0
8.114.154.221,3
8.114.120.246,0
8.112.218.221,1
8.112.217.221,0
8.112.160.135,0
8.111.107.230,0
8.110.112.83,0
8.110.112.251,0
8.102.88.221,0
8.102.161.198,0
8.1.216.54,5
8.1.216.225,1
8.1.216.221,1
8.1.129.154,0
8.1.128.6,0
8.1.128.26,0
8.1.128.22,0
8.1.128.20,0
8.0.248.199,0
8.0.216.87,0
8.0.128.29,0
79.67.220.12,1
79.199.160.135,6
79.182.128.206,1
78.99.216.221,1
78.83.252.230,1
78.83.220.42,1
78.82.112.246,1
78.8.248.253,1
78.78.112.77,1
78.75.220.221,1
78.72.216.221,1
78.69.128.20,0
78.67.220.80,1
78.67.220.77,1
78.67.220.61,1
78.67.220.48,2
78.67.220.42,1
78.67.220.231,1
78.67.220.23,1
78.67.220.229,1
78.67.220.221,1
78.67.220.18,1
78.67.220.168,2
78.67.220.16,1
78.67.220.127,1
78.67.220.106,1
78.67.216.93,0
78.67.124.102,1
78.66.220.107,1
78.65.218.65,1
78.65.216.77,0
78.65.216.51,4
78.65.216.229,1
78.65.216.221,0
78.65.216.113,0
78.65.216.106,0
78.65.216.104,0
78.65.216.101,0
78.65.200.221,1
78.65.176.12,0
78.65.128.7,0
78.65.128.5,0
78.65.128.20,0
78.65.128.11,0
78.64.136.2,0
78.62.216.221,1
78.60.232.174,0
78.54.240.3,0
78.54.240.2,0
78.54.240.10,0
78.54.128.207,2
78.54.128.206,5
78.52.236.185,0
78.52.236.183,0
78.52.206.132,1
78.52.140.243,1
78.52.138.3,1
78.52.138.191,1
78.46.236.221,0
78.39.216.247,1
78.39.216.231,1
78.38.128.206,1
78.33.216.221,2
78.3.220.193,0
78.27.88.206,1
78.24.88.207,1
78.24.88.206,2
78.24.249.225,3
78.24.248.253,1
78.19.240.246,1
78.183.242.28,1
78.18.112.58,0
78.18.112.26,0
78.18.112.247,1
78.18.112.246,0
78.18.112.182,1
78.146.112.246,0
78.116.160.246,0
78.114.218.221,0
78.0.88.206,1
76.99.220.15,1
76.67.240.2,1
76.67.220.24,2
76.67.220.103,1
76.65.216.31,0
76.65.216.101,1
76.54.216.221,1
76.52.129.219,1
76.24.249.221,1
75.67.220.98,1
75.67.220.8,1
75.67.220.51,2
75.67.220.46,1
75.67.220.44,1
75.67.220.229,3
75.67.220.221,1
75.67.220.132,0
75.67.220.126,1
75.67.220.110,0
75.67.220.107,1
75.67.216.224,0
75.67.216.221,0
75.66.218.211,1
75.65.248.142,1
75.65.216.73,1
75.65.216.70,1
75.65.216.226,0
75.65.216.221,0
75.65.216.113,0
75.65.136.3,0
75.65.128.4,0
75.65.128.3,0
75.65.128.26,0
75.65.128.18,0
75.56.88.207,1
75.54.240.9,0
75.54.240.4,0
75.54.240.35,0
75.54.240.3,0
75.54.240.2,0
75.54.240.13,0
75.54.216.221,1
75.54.192.206,1
75.54.128.223,1
75.54.128.206,2
75.52.236.183,0
75.52.236.179,0
75.52.142.21,1
75.52.138.3,1
75.52.138.21,1
75.33.216.124,0
75.28.4.3,0
75.26.112.183,0
75.242.210.221,0
75.24.88.207,2
75.24.88.206,1
75.24.249.225,1
75.22.4.174,0
75.2.112.89,0
75.2.112.246,1
75.195.220.33,1
75.18.112.26,2
75.18.112.246,1
75.17.4.11,0
75.139.86.171,1
75.108.242.185,1
74.99.92.147,1
74.99.220.95,1
74.99.220.87,0
74.99.220.83,0
74.99.220.81,0
74.99.220.77,1
74.99.220.69,1
74.99.220.60,1
74.99.220.55,0
74.99.220.42,6
74.99.220.26,1
74.99.220.23,1
74.99.220.229,1
74.99.220.221,0
74.99.220.173,0
74.99.220.12,0
74.98.218.221,1
74.97.219.246,0
74.97.217.158,1
74.97.216.73,1
74.97.216.242,1
74.97.216.226,1
74.97.216.221,1
74.97.216.146,0
74.97.216.106,1
74.97.152.0,1
74.97.128.6,1
74.97.128.28,0
74.90.249.225,1
74.90.112.246,1
74.89.216.221,1
74.88.88.207,1
74.88.88.206,1
74.88.249.221,1
74.88.248.242,2
74.88.217.225,1
74.86.240.5,0
74.86.217.221,1
74.86.2.23,0
74.86.161.2,0
74.84.160.246,0
74.83.240.246,1
74.83.221.127,1
74.83.220.58,0
74.83.220.31,1
74.83.220.221,1
74.83.220.19,1
74.83.220.143,1
74.83.220.109,1
74.83.216.226,1
74.83.216.224,0
74.83.128.12,0
74.82.220.42,1
74.82.120.246,1
74.82.113.26,0
74.82.112.246,2
74.82.112.243,1
74.82.112.201,0
74.82.112.154,0
74.81.216.79,1
74.81.216.62,1
74.81.216.55,1
74.81.216.146,1
74.81.216.100,1
74.81.136.5,0
74.81.128.30,0
74.81.128.23,0
74.81.128.21,0
74.80.128.7,0
74.8.88.206,1
74.8.88.204,1
74.8.249.228,1
74.8.249.221,1
74.8.216.207,1
74.79.73.52,0
74.79.105.99,0
74.79.105.59,0
74.79.105.42,0
74.79.105.38,0
74.79.105.230,0
74.79.105.103,0
74.78.91.242,1
74.78.80.72,1
74.78.75.140,0
74.78.75.131,0
74.78.48.99,0
74.78.48.251,0
74.78.240.99,1
74.78.122.73,0
74.78.120.35,0
74.78.114.251,0
74.78.112.99,0
74.78.112.97,0
74.78.112.79,0
74.78.112.78,1
74.78.112.75,0
74.78.112.74,0
74.78.112.71,0
74.78.112.70,1
74.78.112.251,0
74.78.112.219,0
74.78.112.20,1
74.75.88.226,0
74.75.222.24,0
74.75.221.7,1
74.75.220.7,1
74.75.220.62,1
74.75.220.229,1
74.75.220.221,0
74.75.220.175,1
74.75.220.107,0
74.75.220.105,0
74.75.220.1,0
74.75.218.226,0
74.75.218.152,0
74.75.216.226,0
74.74.75.131,0
74.74.239.100,1
74.74.112.75,0
74.73.220.32,0
74.73.216.75,1
74.73.216.56,1
74.73.216.221,1
74.73.128.8,0
74.73.128.5,0
74.73.128.29,0
74.73.128.26,0
74.73.128.22,0
74.72.216.221,0
74.72.216.220,0
74.71.92.18,0
74.71.248.230,0
74.71.220.85,0
74.71.220.82,1
74.71.220.73,2
74.71.220.61,0
74.71.220.53,1
74.71.220.229,1
74.71.220.223,1
74.71.220.221,3
74.71.220.146,1
74.71.220.140,1
74.71.220.12,0
74.71.220.1,0
74.71.216.221,2
74.71.212.36,0
74.71.156.97,1
74.69.216.62,0
74.69.216.245,1
74.69.216.221,1
74.69.216.192,1
74.69.216.158,1
74.69.208.226,1
74.69.128.28,0
74.69.128.26,0
74.67.94.122,1
74.67.92.26,1
74.67.92.237,1
74.67.92.229,1
74.67.92.228,1
74.67.92.227,1
74.67.92.221,1
74.67.92.174,1
74.67.92.12,1
74.67.76.147,0
74.67.28.229,1
74.67.28.128,1
74.67.252.96,1
74.67.252.42,1
74.67.252.249,0
74.67.252.24,1
74.67.252.229,2
74.67.252.223,0
74.67.252.16,1
74.67.252.150,1
74.67.252.104,1
74.67.252.1,0
74.67.248.221,0
74.67.242.2,1
74.67.241.2,0
74.67.240.34,0
74.67.240.2,15
74.67.223.54,1
74.67.223.16,1
74.67.222.62,1
74.67.222.51,1
74.67.222.36,1
74.67.222.221,1
74.67.222.155,1
74.67.222.14,1
74.67.222.12,1
74.67.222.103,1
74.67.221.99,1
74.67.221.77,1
74.67.221.65,1
74.67.221.59,0
74.67.221.225,1
74.67.221.213,1
74.67.221.17,0
74.67.221.154,0
74.67.221.135,2
74.67.220.99,1
74.67.220.98,0
74.67.220.97,1
74.67.220.96,4
74.67.220.95,5
74.67.220.94,3
74.67.220.93,1
74.67.220.92,1
74.67.220.9,1
74.67.220.88,0
74.67.220.87,1
74.67.220.86,4
74.67.220.85,7
74.67.220.84,4
74.67.220.83,2
74.67.220.82,1
74.67.220.81,1
74.67.220.8,5
74.67.220.79,2
74.67.220.77,1
74.67.220.74,4
74.67.220.73,4
74.67.220.71,9
74.67.220.7,4
74.67.220.68,2
74.67.220.67,2
74.67.220.63,1
74.67.220.62,2
74.67.220.61,3
74.67.220.60,7
74.67.220.59,2
74.67.220.58,12
74.67.220.57,4
74.67.220.56,5
74.67.220.55,2
74.67.220.54,1
74.67.220.53,2
74.67.220.52,2
74.67.220.51,3
74.67.220.50,2
74.67.220.49,3
74.67.220.48,7
74.67.220.46,2
74.67.220.45,2
74.67.220.44,3
74.67.220.43,1
74.67.220.42,8
74.67.220.41,2
74.67.220.40,1
74.67.220.38,3
74.67.220.37,6
74.67.220.36,2
74.67.220.33,1
74.67.220.32,2
74.67.220.30,0
74.67.220.29,1
74.67.220.28,2
74.67.220.27,1
74.67.220.26,2
74.67.220.254,1
74.67.220.25,3
74.67.220.245,0
74.67.220.24,2
74.67.220.237,2
74.67.220.236,1
74.67.220.231,1
74.67.220.230,5
74.67.220.23,3
74.67.220.229,35
74.67.220.228,11
74.67.220.227,2
74.67.220.224,1
74.67.220.223,1
74.67.220.221,67
74.67.220.220,0
74.67.220.22,9
74.67.220.217,0
74.67.220.213,4
74.67.220.210,1
74.67.220.21,2
74.67.220.205,0
74.67.220.20,3
74.67.220.2,1
74.67.220.19,2
74.67.220.186,1
74.67.220.182,1
74.67.220.18,1
74.67.220.179,1
74.67.220.178,4
74.67.220.177,4
74.67.220.176,4
74.67.220.175,4
74.67.220.174,6
74.67.220.173,5
74.67.220.172,2
74.67.220.170,2
74.67.220.17,2
74.67.220.169,2
74.67.220.168,0
74.67.220.167,3
74.67.220.166,1
74.67.220.165,1
74.67.220.164,5
74.67.220.163,1
74.67.220.162,1
74.67.220.160,2
74.67.220.16,5
74.67.220.159,4
74.67.220.158,4
74.67.220.156,4
74.67.220.155,3
74.67.220.154,2
74.67.220.152,4
74.67.220.151,4
74.67.220.150,5
74.67.220.15,3
74.67.220.147,1
74.67.220.146,2
74.67.220.145,3
74.67.220.144,4
74.67.220.143,5
74.67.220.142,1
74.67.220.141,5
74.67.220.140,2
74.67.220.14,4
74.67.220.139,1
74.67.220.137,2
74.67.220.136,3
74.67.220.135,1
74.67.220.134,0
74.67.220.133,1
74.67.220.132,1
74.67.220.131,0
74.67.220.13,2
74.67.220.129,3
74.67.220.128,3
74.67.220.127,2
74.67.220.126,4
74.67.220.123,1
74.67.220.122,3
74.67.220.121,3
74.67.220.12,6
74.67.220.119,1
74.67.220.118,1
74.67.220.117,3
74.67.220.112,0
74.67.220.110,2
74.67.220.11,0
74.67.220.109,2
74.67.220.108,0
74.67.220.107,3
74.67.220.106,1
74.67.220.105,3
74.67.220.104,3
74.67.220.103,3
74.67.220.102,3
74.67.220.1,1
74.67.220.0,2
74.67.218.98,0
74.67.218.221,2
74.67.218.152,0
74.67.216.93,1
74.67.216.86,2
74.67.216.85,1
74.67.216.77,1
74.67.216.73,1
74.67.216.45,0
74.67.216.37,1
74.67.216.29,1
74.67.216.250,0
74.67.216.242,1
74.67.216.230,1
74.67.216.229,0
74.67.216.228,0
74.67.216.226,5
74.67.216.223,0
74.67.216.221,13
74.67.216.217,1
74.67.216.177,1
74.67.216.142,1
74.67.216.140,0
74.67.216.105,1
74.67.216.104,1
74.67.216.103,1
74.67.214.73,1
74.67.212.51,1
74.67.212.49,0
74.67.212.110,1
74.67.204.71,0
74.67.204.229,2
74.67.204.228,1
74.67.204.173,0
74.67.204.154,0
74.67.204.146,0
74.67.204.106,0
74.67.200.226,1
74.67.176.2,1
74.67.156.63,0
74.67.156.227,1
74.67.156.151,0
74.67.156.133,1
74.67.156.12,0
74.67.156.11,1
74.67.156.106,0
74.67.128.5,0
74.67.128.22,0
74.67.128.20,0
74.67.128.16,0
74.67.128.12,0
74.67.128.11,0
74.66.37.246,0
74.66.240.2,1
74.66.222.158,1
74.66.222.156,1
74.66.220.85,1
74.66.220.60,2
74.66.220.25,1
74.66.220.229,0
74.66.220.221,1
74.66.220.178,1
74.66.220.17,1
74.66.220.12,1
74.66.220.106,0
74.66.220.102,1
74.66.218.218,5
74.66.218.214,2
74.66.218.212,3
74.66.218.211,1
74.66.218.210,2
74.66.216.50,0
74.66.205.61,0
74.65.88.97,1
74.65.88.87,1
74.65.88.75,1
74.65.88.221,1
74.65.252.71,0
74.65.252.55,8
74.65.248.75,0
74.65.248.245,1
74.65.248.221,1
74.65.232.106,0
74.65.220.82,1
74.65.220.74,1
74.65.220.60,1
74.65.220.58,1
74.65.220.56,0
74.65.220.54,1
74.65.220.53,1
74.65.220.43,1
74.65.220.225,0
74.65.220.222,0
74.65.220.221,2
74.65.220.20,1
74.65.220.110,0
74.65.220.109,0
74.65.220.104,1
74.65.218.87,0
74.65.218.102,0
74.65.217.72,1
74.65.217.221,1
74.65.217.140,1
74.65.216.98,1
74.65.216.97,1
74.65.216.96,1
74.65.216.95,0
74.65.216.89,1
74.65.216.87,3
74.65.216.85,1
74.65.216.84,0
74.65.216.83,2
74.65.216.81,1
74.65.216.80,2
74.65.216.79,1
74.65.216.78,1
74.65.216.77,5
74.65.216.76,5
74.65.216.75,2
74.65.216.74,1
74.65.216.73,5
74.65.216.72,2
74.65.216.70,3
74.65.216.68,0
74.65.216.67,1
74.65.216.66,1
74.65.216.65,1
74.65.216.64,0
74.65.216.63,4
74.65.216.62,4
74.65.216.58,2
74.65.216.56,2
74.65.216.54,4
74.65.216.53,2
74.65.216.52,1
74.65.216.51,3
74.65.216.50,6
74.65.216.48,10
74.65.216.44,2
74.65.216.43,4
74.65.216.42,2
74.65.216.40,1
74.65.216.39,4
74.65.216.38,4
74.65.216.37,4
74.65.216.36,1
74.65.216.35,1
74.65.216.34,0
74.65.216.33,4
74.65.216.32,1
74.65.216.31,2
74.65.216.30,1
74.65.216.25,0
74.65.216.237,1
74.65.216.230,0
74.65.216.23,1
74.65.216.229,11
74.65.216.226,30
74.65.216.224,2
74.65.216.223,2
74.65.216.221,32
74.65.216.220,2
74.65.216.217,0
74.65.216.21,3
74.65.216.207,0
74.65.216.205,1
74.65.216.190,1
74.65.216.158,4
74.65.216.157,2
74.65.216.156,0
74.65.216.155,2
74.65.216.154,1
74.65.216.153,1
74.65.216.150,1
74.65.216.146,5
74.65.216.145,5
74.65.216.144,2
74.65.216.140,4
74.65.216.139,6
74.65.216.138,0
74.65.216.137,4
74.65.216.129,2
74.65.216.123,1
74.65.216.122,0
74.65.216.117,0
74.65.216.115,4
74.65.216.114,3
74.65.216.113,0
74.65.216.112,1
74.65.216.111,1
74.65.216.107,3
74.65.216.106,4
74.65.216.105,0
74.65.216.104,5
74.65.216.103,4
74.65.216.102,1
74.65.216.101,1
74.65.209.229,1
74.65.200.79,1
74.65.200.73,1
74.65.200.65,0
74.65.192.6,0
74.65.192.28,0
74.65.161.25,0
74.65.160.8,0
74.65.160.28,0
74.65.156.48,0
74.65.152.94,0
74.65.152.157,1
74.65.152.146,1
74.65.152.139,0
74.65.152.106,1
74.65.144.12,0
74.65.144.0,0
74.65.136.8,0
74.65.136.29,0
74.65.136.26,0
74.65.136.15,0
74.65.136.13,0
74.65.132.28,0
74.65.132.26,0
74.65.132.22,0
74.65.132.16,0
74.65.130.5,0
74.65.130.17,0
74.65.129.20,0
74.65.128.9,0
74.65.128.8,0
74.65.128.7,0
74.65.128.6,0
74.65.128.59,0
74.65.128.58,0
74.65.128.5,0
74.65.128.43,0
74.65.128.4,0
74.65.128.39,0
74.65.128.35,0
74.65.128.30,0
74.65.128.3,1
74.65.128.29,1
74.65.128.28,0
74.65.128.27,0
74.65.128.26,0
74.65.128.25,0
74.65.128.24,0
74.65.128.23,0
74.65.128.22,0
74.65.128.21,0
74.65.128.20,0
74.65.128.2,0
74.65.128.18,0
74.65.128.17,0
74.65.128.16,0
74.65.128.15,0
74.65.128.145,0
74.65.128.13,0
74.65.128.12,0
74.65.128.11,0
74.65.128.10,0
74.65.128.1,0
74.65.128.0,0
74.65.0.16,0
74.64.88.105,1
74.64.248.58,1
74.64.216.87,1
74.64.216.85,1
74.64.216.79,0
74.64.216.77,1
74.64.216.229,0
74.64.200.46,1
74.64.129.8,0
74.64.129.7,0
74.64.128.28,0
74.64.128.25,0
74.64.128.17,0
74.63.240.35,0
74.62.240.13,0
74.62.236.221,1
74.62.192.238,1
74.62.128.206,2
74.60.236.57,0
74.60.236.179,0
74.60.234.198,0
74.60.140.231,1
74.60.138.3,1
74.58.112.246,1
74.56.88.207,3
74.56.88.206,2
74.56.72.206,1
74.56.249.221,1
74.56.248.253,2
74.56.238.184,0
74.56.206.132,1
74.55.240.3,0
74.55.240.153,1
74.55.128.206,2
74.54.80.35,0
74.54.248.35,0
74.54.248.19,0
74.54.248.153,1
74.54.244.18,0
74.54.242.9,0
74.54.242.35,0
74.54.242.23,0
74.54.242.18,0
74.54.241.19,0
74.54.241.14,0
74.54.240.9,0
74.54.240.7,0
74.54.240.6,0
74.54.240.51,0
74.54.240.5,0
74.54.240.4,0
74.54.240.35,0
74.54.240.31,0
74.54.240.3,0
74.54.240.24,0
74.54.240.2,0
74.54.240.19,0
74.54.240.18,0
74.54.240.17,0
74.54.240.163,0
74.54.240.16,0
74.54.240.157,1
74.54.240.153,8
74.54.240.15,0
74.54.240.14,0
74.54.240.13,0
74.54.240.12,0
74.54.240.11,0
74.54.240.10,0
74.54.240.1,0
74.54.224.7,0
74.54.216.221,22
74.54.216.205,1
74.54.208.7,0
74.54.208.221,1
74.54.208.2,0
74.54.208.153,1
74.54.208.15,0
74.54.200.221,1
74.54.192.207,3
74.54.192.206,1
74.54.176.4,0
74.54.176.17,0
74.54.176.16,0
74.54.165.198,0
74.54.160.207,1
74.54.160.206,1
74.54.144.207,1
74.54.144.206,1
74.54.140.75,1
74.54.138.21,1
74.54.136.206,1
74.54.130.3,1
74.54.128.223,2
74.54.128.207,105
74.54.128.206,146
74.54.128.205,2
74.54.128.199,1
74.54.128.198,1
74.54.0.206,1
74.53.236.185,0
74.53.236.183,0
74.53.218.221,0
74.53.178.7,1
74.53.171.81,1
74.52.252.177,0
74.52.240.18,0
74.52.238.184,0
74.52.238.178,0
74.52.237.185,0
74.52.237.183,0
74.52.237.169,0
74.52.236.57,0
74.52.236.185,0
74.52.236.184,0
74.52.236.183,0
74.52.236.180,0
74.52.236.179,0
74.52.236.178,0
74.52.236.176,0
74.52.236.175,0
74.52.236.174,0
74.52.236.173,0
74.52.236.172,0
74.52.236.142,0
74.52.236.141,0
74.52.236.140,0
74.52.235.24,0
74.52.235.215,0
74.52.234.198,0
74.52.232.191,0
74.52.232.185,0
74.52.232.180,0
74.52.232.178,0
74.52.228.184,0
74.52.206.132,16
74.52.192.206,1
74.52.179.59,1
74.52.178.8,1
74.52.176.3,1
74.52.176.238,1
74.52.171.245,1
74.52.160.206,1
74.52.156.36,1
74.52.156.35,2
74.52.148.103,3
74.52.142.3,2
74.52.142.131,1
74.52.140.75,4
74.52.140.74,1
74.52.140.244,2
74.52.140.243,2
74.52.140.240,1
74.52.140.239,2
74.52.140.231,4
74.52.140.229,3
74.52.140.228,4
74.52.140.227,1
74.52.140.226,6
74.52.140.212,1
74.52.140.211,3
74.52.140.210,1
74.52.139.3,1
74.52.138.67,1
74.52.138.3,96
74.52.138.244,1
74.52.138.21,4
74.52.138.193,1
74.52.138.191,4
74.52.136.3,1
74.52.130.3,1
74.52.129.219,1
74.52.129.218,2
74.52.128.207,3
74.52.128.14,3
74.52.1.248,1
74.51.112.246,1
74.50.96.26,0
74.50.248.23,0
74.50.240.6,0
74.50.240.35,0
74.50.218.221,0
74.50.128.207,1
74.50.128.206,2
74.50.120.246,0
74.50.112.89,0
74.50.112.26,0
74.50.112.246,3
74.48.88.207,1
74.48.239.178,0
74.48.236.183,0
74.48.138.3,1
74.46.236.221,18
74.46.236.213,1
74.46.236.157,0
74.46.172.221,1
74.44.236.221,0
74.4.1.9,0
74.4.1.207,0
74.39.57.246,1
74.39.224.35,0
74.39.216.255,0
74.39.216.247,17
74.39.200.247,0
74.39.152.247,0
74.38.240.16,0
74.38.240.153,0
74.38.140.229,1
74.38.128.207,1
74.38.128.206,2
74.37.218.221,0
74.37.216.221,1
74.36.138.3,2
74.35.216.247,0
74.35.216.221,0
74.34.92.132,1
74.33.88.221,0
74.33.220.221,0
74.33.219.247,1
74.33.219.246,16
74.33.219.242,0
74.33.219.230,0
74.33.217.246,0
74.33.216.253,0
74.33.216.223,1
74.33.216.221,19
74.33.216.213,0
74.33.216.157,0
74.33.200.221,1
74.33.152.221,0
74.30.80.246,1
74.3.80.122,0
74.3.222.16,1
74.3.220.95,1
74.3.220.43,1
74.3.220.221,0
74.3.220.173,1
74.3.220.151,1
74.3.216.221,1
74.28.88.206,3
74.28.249.225,4
74.27.220.229,1
74.26.249.225,1
74.26.24.206,1
74.26.216.206,1
74.26.112.26,1
74.26.112.247,2
74.26.112.246,4
74.25.88.206,1
74.25.80.206,1
74.25.233.221,1
74.248.248.253,1
74.246.170.110,0
74.244.217.221,0
74.244.160.151,0
74.242.218.221,0
74.24.92.230,0
74.24.88.223,1
74.24.88.222,1
74.24.88.207,75
74.24.88.206,146
74.24.88.205,1
74.24.88.203,2
74.24.88.202,2
74.24.88.198,2
74.24.80.207,2
74.24.72.206,1
74.24.28.230,0
74.24.249.93,1
74.24.249.253,1
74.24.249.241,1
74.24.249.229,1
74.24.249.228,4
74.24.249.225,72
74.24.249.223,1
74.24.249.221,17
74.24.249.219,1
74.24.249.217,1
74.24.248.255,1
74.24.248.253,77
74.24.248.252,0
74.24.248.250,1
74.24.248.246,2
74.24.248.243,2
74.24.248.242,86
74.24.248.225,2
74.24.240.242,2
74.24.24.206,2
74.24.233.225,1
74.24.233.221,1
74.24.232.253,1
74.24.232.242,1
74.24.216.207,1
74.24.216.206,2
74.24.185.225,1
74.24.157.225,0
74.24.153.225,1
74.24.120.206,2
74.24.120.198,1
74.23.112.26,0
74.224.218.217,0
74.22.240.19,0
74.22.240.10,0
74.22.128.207,1
74.22.128.206,3
74.22.112.30,0
74.22.112.26,0
74.22.112.246,4
74.22.112.230,1
74.22.112.213,0
74.22.0.21,0
74.22.0.190,0
74.210.216.221,1
74.209.216.221,1
74.209.216.157,0
74.206.112.115,0
74.20.236.185,0
74.20.236.178,0
74.20.2.21,0
74.20.1.31,0
74.2.92.229,1
74.2.48.246,0
74.2.220.99,2
74.2.113.246,0
74.2.112.246,1
74.2.112.242,0
74.2.112.10,0
74.195.220.71,1
74.195.220.38,1
74.195.220.37,1
74.195.220.229,1
74.195.220.223,1
74.195.220.221,1
74.195.220.175,0
74.195.220.173,1
74.195.220.172,0
74.195.220.160,0
74.195.220.122,1
74.195.220.103,0
74.195.216.5,0
74.193.222.92,1
74.193.216.85,1
74.193.216.76,1
74.193.216.63,1
74.193.216.242,1
74.193.216.145,1
74.193.160.28,0
74.193.153.157,0
74.193.128.28,0
74.193.128.27,0
74.193.128.26,0
74.193.128.24,0
74.193.128.21,0
74.193.128.17,0
74.19.88.89,0
74.19.112.26,1
74.19.112.247,2
74.19.112.246,5
74.182.240.35,0
74.182.240.15,0
74.182.240.14,0
74.182.128.207,1
74.182.128.206,4
74.180.236.185,0
74.180.236.179,0
74.180.236.174,0
74.180.138.3,2
74.18.96.89,0
74.18.96.246,2
74.18.96.244,0
74.18.96.150,0
74.18.80.26,1
74.18.80.246,4
74.18.80.118,0
74.18.48.246,1
74.18.244.89,0
74.18.241.26,0
74.18.240.246,2
74.18.240.241,0
74.18.240.2,0
74.18.240.118,0
74.18.224.247,0
74.18.216.209,0
74.18.192.246,1
74.18.124.246,0
74.18.120.89,0
74.18.120.26,0
74.18.120.246,2
74.18.117.247,0
74.18.116.30,0
74.18.116.26,0
74.18.116.246,0
74.18.114.26,0
74.18.114.247,0
74.18.114.246,0
74.18.113.26,0
74.18.113.246,0
74.18.113.244,0
74.18.113.214,0
74.18.113.118,0
74.18.112.94,0
74.18.112.30,0
74.18.112.26,24
74.18.112.254,1
74.18.112.247,20
74.18.112.246,278
74.18.112.244,1
74.18.112.242,1
74.18.112.241,0
74.18.112.240,0
74.18.112.230,1
74.18.112.217,0
74.18.112.214,0
74.18.112.201,5
74.18.112.182,0
74.18.112.119,0
74.18.112.118,0
74.18.112.113,0
74.18.112.105,0
74.18.112.102,0
74.18.104.246,0
74.175.216.247,1
74.17.216.62,1
74.17.216.221,0
74.167.216.247,1
74.166.240.19,0
74.161.219.246,0
74.161.219.238,0
74.161.216.221,1
74.16.88.207,2
74.16.80.89,0
74.16.248.253,1
74.16.216.206,1
74.16.112.89,0
74.16.112.246,5
74.154.216.221,2
74.153.216.221,2
74.152.88.207,4
74.152.88.206,4
74.152.248.253,0
74.150.240.16,0
74.150.216.253,0
74.150.216.221,1
74.150.112.246,1
74.149.216.205,0
74.147.216.253,0
74.147.216.221,2
74.146.88.221,1
74.146.248.221,1
74.146.220.213,0
74.146.217.93,0
74.146.217.221,0
74.146.216.221,34
74.146.216.217,0
74.146.216.213,0
74.146.216.205,1
74.146.216.157,0
74.146.208.221,1
74.146.152.221,1
74.146.116.201,1
74.146.112.246,3
74.146.112.10,0
74.145.88.221,2
74.145.220.205,0
74.145.218.157,0
74.145.216.221,36
74.145.216.220,1
74.145.216.217,1
74.145.216.213,0
74.145.216.205,0
74.145.216.201,0
74.145.152.221,0
74.144.216.221,0
74.144.216.157,0
74.14.252.221,0
74.14.236.221,0
74.135.240.2,1
74.130.48.89,0
74.130.216.223,1
74.130.216.221,1
74.13.152.226,1
74.127.128.206,1
74.126.200.221,1
74.124.217.221,0
74.122.218.221,0
74.120.248.253,1
74.118.88.221,1
74.118.35.102,0
74.118.248.221,0
74.118.240.35,0
74.118.240.19,0
74.118.240.14,0
74.118.218.221,0
74.118.217.221,1
74.118.216.93,0
74.118.216.221,22
74.118.216.149,0
74.118.165.199,0
74.118.165.198,0
74.118.164.53,0
74.118.163.76,0
74.118.163.114,0
74.118.163.108,0
74.118.163.106,0
74.118.161.57,0
74.118.161.3,0
74.118.161.2,0
74.118.161.101,0
74.118.161.1,0
